excel_row,source_code,proquest_no_result_reason,description
5896,84-Hhlni-t.190,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5897,84-Hhlni-t.191,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5898,84-Hhlni-t.194,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5899,84-Hhlni-t.198,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5900,84-Hhlni-t.201,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5901,84-Hhlni-t.202,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5902,84-Hhlni-t.203,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5903,84-Hhlni-t.210,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5904,84-Hhlni-t.211,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5905,84-Hhlni-t.216,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5906,84-Hhlni-t.221,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5907,84-Hhlni-t.222,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5908,84-Hhlni-t.223,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5909,84-Hhlni-t.229,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5910,84-Hhlni-t.23,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5911,84-Hhlni-t.232,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5912,84-Hhlni-t.235,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5913,84-Hhlni-t.236,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5914,84-Hhlni-t.239,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5915,84-Hhlni-t.247,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5916,84-Hhlni-t.248,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5917,84-Hhlni-t.249,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5918,84-Hhlni-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5919,84-Hhlni-t.258,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5920,84-Hhlni-t.26,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5921,84-Hhlni-t.261,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5922,84-Hhlni-t.264,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5923,84-Hhlni-t.265,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5924,84-Hhlni-t.27,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5925,84-Hhlni-t.274,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5926,84-Hhlni-t.283,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5927,84-Hhlni-t.284,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5928,84-Hhlni-t.288,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5929,84-Hhlni-t.289,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5930,84-Hhlni-t.290,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5931,84-Hhlni-t.293,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5932,84-Hhlni-t.295,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5933,84-Hhlni-t.296,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5934,84-Hhlni-t.297,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5935,84-Hhlni-t.298,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5936,84-Hhlni-t.299,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5937,84-Hhlni-t.300,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5938,84-Hhlni-t.303,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5939,84-Hhlni-t.304,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5940,84-Hhlni-t.305,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5941,84-Hhlni-t.307,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5942,84-Hhlni-t.308,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5943,84-Hhlni-t.313,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5944,84-Hhlni-t.314,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5945,84-Hhlni-t.315,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5946,84-Hhlni-t.316,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5947,84-Hhlni-t.320,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5948,84-Hhlni-t.321,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5949,84-Hhlni-t.324,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5950,84-Hhlni-t.332,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5951,84-Hhlni-t.347,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5952,84-Hhlni-t.348,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5953,84-Hhlni-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5954,84-Hhlni-t.354,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5955,84-Hhlni-t.356,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5956,84-Hhlni-t.360,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5957,84-Hhlni-t.363,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5958,84-Hhlni-t.364,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5959,84-Hhlni-t.365,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5960,84-Hhlni-t.366,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5961,84-Hhlni-t.367,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5962,84-Hhlni-t.37,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5963,84-Hhlni-t.378,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5964,84-Hhlni-t.379,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5965,84-Hhlni-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5966,84-Hhlni-t.382,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5967,84-Hhlni-t.384,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5968,84-Hhlni-t.385,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5969,84-Hhlni-t.386,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5970,84-Hhlni-t.388,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5971,84-Hhlni-t.39,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5972,84-Hhlni-t.390,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5973,84-Hhlni-t.391,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5974,84-Hhlni-t.392,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5975,84-Hhlni-t.4,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5976,84-Hhlni-t.40,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5977,84-Hhlni-t.405,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5978,84-Hhlni-t.409,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5979,84-Hhlni-t.41,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5980,84-Hhlni-t.411,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5981,84-Hhlni-t.416,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5982,84-Hhlni-t.420,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5983,84-Hhlni-t.422,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5984,84-Hhlni-t.426,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5985,84-Hhlni-t.427,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5986,84-Hhlni-t.43,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5987,84-Hhlni-t.430,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5988,84-Hhlni-t.434,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5989,84-Hhlni-t.436,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5990,84-Hhlni-t.437,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5991,84-Hhlni-t.444,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5992,84-Hhlni-t.448,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5993,84-Hhlni-t.49,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5994,84-Hhlni-t.5,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5995,84-Hhlni-t.50,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5996,84-Hhlni-t.51,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5997,84-Hhlni-t.52,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5998,84-Hhlni-t.53,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5999,84-Hhlni-t.55,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6000,84-Hhlni-t.6,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6001,84-Hhlni-t.63,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6002,84-Hhlni-t.65,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6003,84-Hhlni-t.66,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6004,84-Hhlni-t.67,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6005,84-Hhlni-t.68,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6006,84-Hhlni-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6007,84-Hhlni-t.72,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6008,84-Hhlni-t.79,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6009,84-Hhlni-t.80,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6010,84-Hhlni-t.82,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6011,84-Hhlni-t.83,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6012,84-Hhlni-t.84,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6013,84-Hhlni-t.87,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6014,84-Hhlni-t.88,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6015,84-Hhlni-t.90,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6016,84-Hhlni-t.91,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6017,84-Hhlni-t.92,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6018,84-Hhlni-t.95,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6019,84-Hhlni-t.99,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6020,84-Hhme-2,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
6021,84-Hhme-t.21,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6022,84-Hhme-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6023,84-Hhru-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6024,84-J1147-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6025,84-J1147-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6026,84-J1147-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6027,84-J1178-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6028,84-J1178-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6029,84-J1178-6,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6030,84-J1197-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6031,84-Jj-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6032,84-Jjato-t.18,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6033,84-Jjato-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6034,84-Jjato-t.23,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6035,84-Jjato-t.24,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6036,84-Jjato-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6037,84-Jjato-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6038,84-Jjato-t.31,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6039,84-Jjato-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6040,84-Jjato-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6041,84-Jjato-t.41,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6042,84-Jjato-t.43,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6043,84-Jjato-t.45,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6044,84-Jjato-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6045,84-Jjato-t.8,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6046,84-Jjato-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6155,84-Ssag-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
6156,84-Ssd-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
6157,84-Ssd-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6158,84-Ssfo-t.61,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6159,84-Ssini-t.100,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6160,84-Ssini-t.103,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6161,84-Ssini-t.104,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6162,84-Ssini-t.114,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6163,84-Ssini-t.12,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6164,84-Ssini-t.14,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6165,84-Ssini-t.16,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6166,84-Ssini-t.19,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6167,84-Ssini-t.22,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6168,84-Ssini-t.24,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6169,84-Ssini-t.26,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6170,84-Ssini-t.27,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6171,84-Ssini-t.28,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6172,84-Ssini-t.29,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6173,84-Ssini-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6174,84-Ssini-t.31,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6175,84-Ssini-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6176,84-Ssini-t.34,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6177,84-Ssini-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6178,84-Ssini-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6179,84-Ssini-t.37,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6180,84-Ssini-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6181,84-Ssini-t.41,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6182,84-Ssini-t.5,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6183,84-Ssini-t.50,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6184,84-Ssini-t.59,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6185,84-Ssini-t.60,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6186,84-Ssini-t.66,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6187,84-Ssini-t.67,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6188,84-Ssini-t.79,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6189,84-Ssini-t.81,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6190,84-Ssini-t.82,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6191,84-Ssini-t.89,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6192,84-Sslni-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6193,84-Sslni-2,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6205,85-H161-31,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6272,85-H361-57,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6323,85-H441-20,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6376,85-Hhgov-t.4,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6377,85-Hhgov-t.50,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6378,85-Hhj-t.475,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6379,85-Hhj-t.522,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6380,85-Hhj-t.543,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6381,85-Hhlni-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6382,85-Hhlni-t.103,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6383,85-Hhlni-t.120,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6384,85-Hhlni-t.128,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6385,85-Hhlni-t.129,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6386,85-Hhlni-t.130,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6387,85-Hhlni-t.131,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6388,85-Hhlni-t.135,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6389,85-Hhlni-t.136,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6390,85-Hhlni-t.137,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6391,85-Hhlni-t.138,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6392,85-Hhlni-t.139,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6393,85-Hhlni-t.140,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6394,85-Hhlni-t.141,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6395,85-Hhlni-t.149,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6396,85-Hhlni-t.153,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6397,85-Hhlni-t.154,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6398,85-Hhlni-t.155,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6399,85-Hhlni-t.156,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6400,85-Hhlni-t.160,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6401,85-Hhlni-t.162,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6402,85-Hhlni-t.163,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6403,85-Hhlni-t.164,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6404,85-Hhlni-t.165,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6405,85-Hhlni-t.166,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6406,85-Hhlni-t.167,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6407,85-Hhlni-t.168,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6408,85-Hhlni-t.171,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6409,85-Hhlni-t.174,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6410,85-Hhlni-t.177,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6411,85-Hhlni-t.180,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6412,85-Hhlni-t.185,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6413,85-Hhlni-t.186,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6414,85-Hhlni-t.187,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6415,85-Hhlni-t.188,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6416,85-Hhlni-t.189,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6417,85-Hhlni-t.192,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6418,85-Hhlni-t.196,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6419,85-Hhlni-t.197,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6420,85-Hhlni-t.198,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6421,85-Hhlni-t.201,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6422,85-Hhlni-t.202,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6423,85-Hhlni-t.203,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6424,85-Hhlni-t.215,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6425,85-Hhlni-t.216,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
